"Precio"	"Antiguedad_Meses"	"KM"	"Combustible"	"CV"	"Metalizado"	"Automatico"	"CC"	"N_Puertas"	"Peso"
4318	66	81250	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
6773	65	81192	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
4955	61	81170	"Gasolina"	108.46	"No"	"Si"	1600	4	1040
4773	66	81083	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
6318	61	80714	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
6773	57	80470	"Gasolina"	108.46	"Si"	"Si"	1600	5	1085
4500	65	80439	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
5864	59	80430	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5864	68	80426	"Gasolina"	108.46	"No"	"Si"	1600	3	1055
4773	62	80265	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
5864	65	80153	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
5455	68	80121	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
4318	65	80086	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
6773	62	80000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
4045	60	80000	"Gasolina"	84.796	"Si"	"Si"	1300	5	1015
4318	65	80000	"Gasolina"	84.796	"No"	"Si"	1300	2	1015
5814	67	79858	"Gasolina"	108.46	"No"	"Si"	1600	4	1040
5118	67	79762	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
6773	59	79660	"Gasolina"	84.796	"Si"	"No"	1300	5	1065
6364	60	79150	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4909	61	79000	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5455	57	78955	"Gasolina"	84.796	"No"	"Si"	1300	5	1045
6773	59	78750	"Diesel"	88.74	"No"	"Si"	1975	5	1155
4045	68	78521	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
4045	64	78356	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4045	65	78076	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
5455	61	78063	"Gasolina"	105.502	"No"	"No"	1600	5	1100
6773	67	77821	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5682	68	77695	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
5682	65	77500	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5409	63	77457	"Gasolina"	108.46	"No"	"Si"	1600	3	1055
4955	68	77029	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4955	68	77008	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4909	66	76791	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
5864	61	76700	"Gasolina"	84.796	"No"	"Si"	1300	5	1035
4773	67	76569	"Gasolina"	84.796	"No"	"Si"	1300	3	1020
4955	59	76162	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4991	65	76155	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
4955	61	75609	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4955	62	75569	"Diesel"	70.992	"No"	"Si"	2000	3	1120
5864	67	75429	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5818	68	75000	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4955	65	75000	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
4955	62	75000	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
5455	66	74963	"Gasolina"	105.502	"Si"	"No"	1600	3	1085
4045	68	74889	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
3864	68	74875	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
4955	63	74747	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
7682	60	74720	"Gasolina"	108.46	"No"	"Si"	1600	5	1085
4955	62	74457	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
7682	60	74337	"Gasolina"	84.796	"Si"	"Si"	1300	5	1035
4955	68	74308	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
5864	64	74193	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4318	65	74179	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
4995	67	73936	"Gasolina"	84.796	"No"	"Si"	1300	5	1050
5905	61	73894	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5227	64	73500	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
6773	64	73376	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
4909	64	73300	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
5455	58	73172	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5864	58	72928	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4045	67	72880	"Gasolina"	84.796	"No"	"Si"	1332	3	1015
4318	63	72522	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5409	64	72000	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4045	57	72000	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
5455	59	71366	"Gasolina"	108.46	"Si"	"Si"	1600	3	1065
4955	65	71317	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
6773	62	71000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
4955	60	70954	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
5409	63	70908	"Gasolina"	84.796	"Si"	"Si"	1300	5	1035
4091	58	70560	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5818	67	70552	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
4955	62	70500	"Gasolina"	108.46	"No"	"Si"	1600	5	1035
6727	60	70453	"Diesel"	70.992	"Si"	"Si"	2000	5	1135
5409	59	70218	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
4500	64	70116	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
5455	65	70068	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
6364	67	70000	"Gasolina"	105.502	"No"	"No"	1587	3	1065
3136	68	70000	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
5682	68	69103	"Gasolina"	108.46	"Si"	"Si"	1600	4	1035
3136	58	69022	"Gasolina"	84.796	"No"	"Si"	1300	5	1035
5591	67	69000	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5864	68	68865	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5227	58	68723	"Gasolina"	84.796	"Si"	"Si"	1300	3	1025
4955	63	68453	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
5818	63	68238	"Gasolina"	84.796	"Si"	"Si"	1300	5	1050
6814	63	68153	"Gasolina"	108.46	"No"	"Si"	1600	5	1085
6364	65	68000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
4955	65	68000	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
5682	67	67762	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
6773	68	67146	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5682	67	67110	"Gasolina"	84.796	"No"	"Si"	1300	5	1035
5864	59	67010	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
6364	65	67003	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
6273	68	66785	"Gasolina"	84.796	"Si"	"No"	1300	3	1045
4818	68	66550	"Gasolina"	84.796	"Si"	"Si"	1332	3	1010
6364	61	66259	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5227	62	66082	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
3909	65	66000	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
5864	61	66000	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
6591	63	65896	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
6773	67	65785	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5864	65	65513	"Gasolina"	108.46	"No"	"No"	1600	4	1070
5864	59	65463	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
4182	68	65400	"Gasolina"	84.796	"No"	"Si"	1300	4	1000
5227	60	65259	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
3909	64	65000	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5000	68	65000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
4955	57	65000	"Gasolina"	108.46	"Si"	"Si"	1600	4	1035
4955	62	64966	"Gasolina"	84.796	"Si"	"Si"	1300	3	1020
5864	68	64950	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4545	60	64914	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
4086	62	64797	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4773	65	64772	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5682	63	64690	"Gasolina"	84.796	"Si"	"Si"	1300	3	1020
6773	65	64630	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
5682	67	64613	"Gasolina"	108.46	"No"	"Si"	1600	5	1085
4273	60	64383	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
4955	68	64000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
5455	66	63881	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
6773	58	63870	"Diesel"	70.992	"Si"	"Si"	2000	5	1135
5682	66	63328	"Gasolina"	84.796	"Si"	"No"	1300	5	1065
5864	65	63000	"Gasolina"	84.796	"No"	"No"	1300	5	1065
6318	61	63000	"Gasolina"	84.796	"Si"	"No"	1300	3	1050
5773	65	62396	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
5409	62	62377	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
6177	67	62316	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5682	68	62292	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
4955	65	62225	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5818	68	62222	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
4773	66	62135	"Gasolina"	84.796	"No"	"Si"	1300	5	1035
5864	58	62024	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4545	60	61977	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
5864	62	61930	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
6773	57	61682	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
5723	68	61568	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
4773	68	61504	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
4318	65	61384	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5864	58	61343	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5864	62	61254	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
6364	59	61166	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5682	62	61149	"Gasolina"	84.796	"No"	"Si"	1300	5	1040
7045	61	61144	"Gasolina"	108.46	"No"	"Si"	1600	5	1090
4909	59	61127	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
4045	60	61100	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
7273	68	61100	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5409	57	61000	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
4086	65	60724	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
6814	59	60708	"Gasolina"	84.796	"No"	"Si"	1300	5	1045
4955	61	60532	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
4318	67	60000	"Gasolina"	84.796	"Si"	"No"	1300	4	1030
4955	66	60000	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4955	65	60000	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
5455	62	59295	"Gasolina"	84.796	"Si"	"Si"	1300	5	1035
3636	65	59264	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
4955	63	59000	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
5864	63	59000	"Gasolina"	84.796	"No"	"Si"	1300	5	1035
5682	65	59000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
5409	61	59000	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
5864	65	59000	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
5682	68	58860	"Gasolina"	108.46	"No"	"Si"	1600	3	1055
4955	65	58829	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4318	66	58654	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
3864	65	58300	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4955	60	58269	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5864	64	58136	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5409	66	58113	"Gasolina"	105.502	"No"	"No"	1600	3	1085
8591	67	58058	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5864	58	58000	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
6359	62	58000	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
4045	68	57565	"Gasolina"	84.796	"No"	"Si"	1300	5	1035
6364	63	57413	"Gasolina"	105.502	"Si"	"No"	1600	5	1115
4955	65	57374	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5818	62	57179	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5905	61	57169	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5864	63	57124	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5864	63	57000	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
4318	67	57000	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
5864	63	57000	"Gasolina"	84.796	"No"	"Si"	1300	5	1035
4955	59	56259	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
6773	62	56209	"Gasolina"	105.502	"No"	"No"	1600	3	1080
5227	67	56074	"Gasolina"	84.796	"Si"	"Si"	1300	4	1000
5864	63	55942	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
5905	57	55844	"Gasolina"	84.796	"No"	"Si"	1300	5	1045
4773	61	55747	"Gasolina"	84.796	"Si"	"Si"	1300	3	1020
6773	58	55478	"Gasolina"	84.796	"Si"	"Si"	1300	5	1045
6227	60	55085	"Gasolina"	105.502	"Si"	"No"	1600	5	1105
5864	65	55061	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
4955	65	55000	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
6773	57	55000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
6773	63	54936	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4955	68	54875	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
4909	67	54847	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
6136	60	54554	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5409	61	54125	"Gasolina"	108.46	"No"	"Si"	1600	5	1035
5227	61	54000	"Gasolina"	108.46	"No"	"Si"	1600	3	1055
6364	57	54000	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
3500	58	54000	"Gasolina"	84.796	"Si"	"Si"	1300	5	1035
6136	57	54000	"Gasolina"	108.46	"No"	"Si"	1600	3	1135
6136	62	53285	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
7273	65	53053	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4955	68	53000	"Gasolina"	108.46	"No"	"No"	1587	3	1075
3864	68	53000	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
5455	64	52968	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
4500	67	52800	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4955	57	52548	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4455	60	52487	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
5227	66	52383	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
4909	61	52112	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
4773	58	51712	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
6773	58	51421	"Gasolina"	108.46	"Si"	"No"	1600	5	1105
4955	61	51235	"Gasolina"	84.796	"No"	"Si"	1300	4	1000
4955	65	51000	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4905	61	50925	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
5355	66	50806	"Gasolina"	84.796	"Si"	"Si"	1300	3	1480
4773	59	50469	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
5682	61	50173	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5864	62	50000	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
6773	65	49942	"Gasolina"	108.46	"Si"	"Si"	1600	3	1065
5818	67	49585	"Gasolina"	108.46	"Si"	"Si"	1600	5	1085
5455	62	49258	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
5864	61	49000	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
5864	63	48738	"Gasolina"	108.46	"Si"	"Si"	1600	5	1055
6364	62	47750	"Gasolina"	84.796	"No"	"Si"	1300	5	1040
5864	63	47612	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
6359	68	47500	"Gasolina"	84.796	"No"	"Si"	1300	5	1035
5455	66	47237	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4545	58	47171	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
6318	60	47060	"Gasolina"	108.46	"Si"	"Si"	1600	4	1035
4955	65	47014	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
5818	59	46929	"Gasolina"	84.796	"No"	"Si"	1300	3	1025
4909	63	46000	"Gasolina"	84.796	"Si"	"Si"	1300	5	1035
4768	65	45681	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4773	65	45549	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
6591	57	45000	"Gasolina"	108.46	"No"	"Si"	1600	5	1050
5682	57	45000	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
4864	65	45000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
4045	66	45000	"Gasolina"	84.796	"No"	"Si"	1300	5	1035
5409	63	45000	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
5864	61	45000	"Gasolina"	105.502	"Si"	"No"	1600	3	1085
4318	63	44944	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
5864	61	44597	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
5905	68	44458	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
5864	59	43818	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
6359	60	43426	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
4045	58	43000	"Gas_Nat_Compr"	108.46	"No"	"No"	1600	4	1114
4955	68	43000	"Gasolina"	108.46	"No"	"Si"	1600	5	1035
5632	57	43000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
3864	64	43000	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
5864	68	42750	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5864	67	42102	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5864	63	41586	"Gasolina"	108.46	"No"	"Si"	1600	5	1114
5818	64	41200	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
6773	57	40214	"Gasolina"	84.796	"Si"	"Si"	1300	3	1025
4955	60	40000	"Gasolina"	84.796	"No"	"Si"	1300	4	1000
4955	66	39222	"Gasolina"	84.796	"No"	"No"	1300	3	1045
4318	66	39144	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
6136	62	39000	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4773	61	38019	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
5682	68	37759	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
6773	61	37500	"Gasolina"	108.46	"Si"	"Si"	1600	5	1085
6773	60	37111	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5682	62	37000	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
4909	59	36954	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5455	60	36943	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
5864	63	36923	"Gasolina"	84.796	"Si"	"Si"	1300	5	1050
5864	66	36658	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4318	65	36000	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
6318	65	36000	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
6773	62	35512	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5227	65	35283	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4909	68	35000	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
6727	57	35000	"Gasolina"	84.796	"No"	"Si"	1300	5	1045
5682	64	34114	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
7682	58	34000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
4000	68	33847	"Gasolina"	84.796	"No"	"Si"	1300	4	1000
6727	57	33535	"Gasolina"	108.46	"Si"	"Si"	1600	4	1035
6318	65	33000	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
6773	59	32150	"Gasolina"	108.46	"No"	"Si"	1600	5	1085
5864	65	31588	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
6591	60	31480	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5818	57	31307	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
6591	68	31000	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
6318	58	30634	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5409	68	30300	"Gasolina"	84.796	"No"	"Si"	1300	4	1000
6591	60	28500	"Gasolina"	84.796	"No"	"No"	1300	3	1045
6773	60	28500	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
5909	57	28000	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
6364	68	26698	"Gasolina"	108.46	"Si"	"Si"	1600	3	1055
8182	62	26000	"Gasolina"	105.502	"Si"	"No"	1600	3	1085
4955	62	25505	"Gasolina"	84.796	"No"	"Si"	1300	5	1035
6364	58	25000	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5223	66	22835	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
6773	59	22705	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5455	63	22178	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
6727	62	17345	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
6773	67	15535	"Gasolina"	84.796	"No"	"No"	1300	4	1030
5409	66	15110	"Gasolina"	84.796	"Si"	"Si"	1300	5	1035
2182	73	232940	"Diesel"	70.992	"Si"	"Si"	2000	5	1172
3136	79	218118	"Diesel"	70.992	"Si"	"Si"	2000	5	1150
2273	78	217764	"Diesel"	70.992	"No"	"Si"	2000	5	1135
1591	79	207114	"Gas_Nat_Compr"	108.46	"No"	"Si"	1600	5	1114
818	74	203254	"Diesel"	70.992	"No"	"Si"	2000	3	1135
2955	77	200732	"Diesel"	70.992	"No"	"Si"	2000	4	1100
4545	69	197501	"Diesel"	70.992	"Si"	"Si"	2000	5	1135
2409	80	194765	"Diesel"	70.992	"Si"	"Si"	2000	3	1120
3136	76	191620	"Diesel"	70.992	"Si"	"Si"	2000	5	1150
2045	76	183277	"Diesel"	70.992	"Si"	"Si"	2000	3	1115
4773	78	180378	"Diesel"	70.992	"No"	"Si"	2000	4	1100
2727	70	178800	"Diesel"	70.992	"Si"	"Si"	2000	3	1115
2227	73	176177	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
2727	78	176000	"Gasolina"	84.796	"Si"	"Si"	1300	5	1035
6364	77	172980	"Diesel"	70.992	"No"	"Si"	2000	5	1135
4545	77	170000	"Diesel"	70.992	"Si"	"Si"	2000	4	1100
4045	71	164000	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
2091	78	161775	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
2955	80	160000	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
3136	78	159968	"Diesel"	70.992	"Si"	"Si"	2000	3	1115
2036	74	159908	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
2773	73	158492	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
4955	69	156204	"Diesel"	70.992	"No"	"Si"	2000	3	1115
2955	73	156169	"Gasolina"	84.796	"No"	"Si"	1300	5	1035
4045	78	155210	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4045	69	155000	"Diesel"	70.992	"Si"	"Si"	2000	3	1115
3591	76	154900	"Diesel"	70.992	"No"	"Si"	2000	5	1140
3864	70	151300	"Diesel"	70.992	"No"	"Si"	2000	5	1150
2682	71	151000	"Gas_Nat_Compr"	108.46	"No"	"Si"	1600	5	1094
4000	75	150000	"Diesel"	70.992	"No"	"Si"	2000	3	1135
3091	69	146304	"Diesel"	70.992	"No"	"Si"	2000	3	1115
1909	75	146197	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
2227	77	145996	"Gasolina"	108.46	"Si"	"Si"	1600	4	1035
3136	80	143560	"Gasolina"	84.796	"No"	"No"	1300	3	1045
4045	71	139145	"Diesel"	71.978	"Si"	"Si"	2000	2	1115
4955	79	138500	"Gasolina"	84.796	"Si"	"Si"	1300	5	1050
4045	74	137741	"Diesel"	88.74	"No"	"Si"	2000	5	1135
5455	80	137178	"Diesel"	88.74	"No"	"Si"	2000	5	1135
4636	76	134889	"Diesel"	70.992	"No"	"Si"	2000	3	1115
2227	71	134660	"Diesel"	70.992	"Si"	"Si"	2000	5	1135
3864	73	134539	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
4045	79	131500	"Diesel"	70.992	"Si"	"Si"	2000	5	1140
3136	77	131307	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
3409	74	130025	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
2727	78	130000	"Gasolina"	84.796	"Si"	"Si"	1300	5	1015
3409	77	128960	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
5227	80	128351	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
4318	73	128006	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
3409	71	127159	"Diesel"	70.992	"No"	"Si"	2000	3	1115
1591	72	126478	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
4000	77	126000	"Gasolina"	108.46	"No"	"Si"	1600	5	1050
3091	76	125778	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4000	75	125400	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
3409	74	124910	"Diesel"	70.992	"Si"	"Si"	2000	5	1135
4500	70	124743	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
4045	76	124591	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4045	74	124057	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
2682	72	123403	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
2864	75	123104	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
4045	74	123077	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
3409	80	122820	"Gasolina"	84.796	"Si"	"Si"	1300	5	1040
3591	77	122290	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4045	74	121900	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
3409	77	121545	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
4318	71	120474	"Diesel"	70.992	"No"	"Si"	2000	3	1115
4955	76	120263	"Diesel"	70.992	"No"	"Si"	2000	5	1135
3864	74	120196	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
4545	71	120000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1085
3864	78	120000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
2045	73	115877	"Gasolina"	108.46	"Si"	"Si"	1600	4	1035
3091	76	115345	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
2727	71	115157	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
2727	78	115000	"Gasolina"	105.502	"No"	"No"	1600	5	1100
3727	77	114258	"Gasolina"	84.796	"No"	"Si"	1300	5	1050
4955	73	112963	"Diesel"	70.992	"No"	"Si"	2000	5	1135
